Title,DOI,Journal,Published on,Policy citation count,Type,Publisher,Authors,Your tags,ORCIDs
"Neonatal seizures: Case definition & guidelines for data collection, analysis, and presentation of immunization safety data",10.1016/j.vaccine.2019.05.031,Vaccine,12/1/2019,3,journal-article,Elsevier BV,"Serena Pellegrin - UCL Institute of Child Health; Sonali Kochhar - Erasmus University Rotterdam; Jane Gidudu - Centers for Disease Control and Prevention; Helena C Maltezou - Centers for Disease Control and Prevention; Aung Soe - Medway NHS Foundation Trust; Jyoti Joshi - Center for Disease Dynamics, Economics & Policy; Beckie N Tagbo - University of Nigeria; Janet S Soul - Boston Children's Hospital; Anju Shrestha - Sanofi Pasteur; Sanie S S Sesay - Sanofi Pasteur; Geraldine B Boylan - University College Cork; Niranjan Bhat - Program for Appropriate Technology in Health; Satinder Aneja - Sharda University; Elissa G Yozawitz - Albert Einstein College of Medicine; Michael A Padula - Children's Hospital of Philadelphia; Flor M Munoz - Baylor College of Medicine; Kollencheri Puthenveettil Vinayan - Amrita Institute of Medical Sciences and Research Centre; James M Oleske - Rutgers, The State University of New Jersey; Merita Kucuku - National Agency for Medicines and Medical Devices, Tirana, Albania.; Cecil D Hahn - University of Toronto; Manoja Kumar Das - INCLEN Trust International; Max Wiznitzer - Boston Children's Hospital; Jo M Wilmshurst - University of Cape Town; Karina A Top - Dalhousie University; Lee Meller - Syneos Health; Paul T Heath - St George's, University of London; Ronit M Pressler - Great Ormond Street Hospital for Children NHS Foundation Trust; Ronit M Pressler - UCL Institute of Child Health",,
Interventions to prevent iatrogenic anemia: a Laboratory Medicine Best Practices systematic review,10.1186/s13054-019-2511-9,Critical Care,12/1/2019,4,journal-article,Springer Nature,"Nedra Whitehead - RTI International; Jennifer L Taylor - RTI International; Paul Epner - Paul Epner, LLC, Evanston, IL, USA.; Christine Litwin - Medical University of South Carolina; Dennis J Ernst - Center for Phlebotomy Education, Inc, Corydon, IN, USA.; Julie Gayken - Julie Gayken Laboratory Consulting, St. Cloud, MN, USA.; Mike McEvoy - Albany Medical Center Hospital; James H Nichols - Vanderbilt University; Sharon M Geaghan - Stanford University; Nneka Ubaka-Blackmoore - RTI International; Sara M Kennedy - RTI International; Sreelatha Meleth - RTI International; Laurina O Williams - Center for Surveillance, Epidemiology, and Laboratory Services; Patrick D Carroll - Intermountain Healthcare; Mark L Graber - RTI International",,
"Evaluation of the influenza sentinel surveillance system in the Democratic Republic of Congo, 2012–2015",10.1186/s12889-019-8008-2,BMC Public Health,12/1/2019,1,journal-article,Springer Nature,Pélagie Babakazo - University of Kinshasa; Emile Okitolonda Wemakoy - University of Kinshasa; Léopold Lubula - Ministry of Public Health; Léonie Kitoko Manya - Ministry of Public Health; Benoît Kebela Ilunga - Ministry of Public Health; Wally Disasuani - University of Kinshasa; Edith Nkwembe - National Institute of Biomedical Research; Hugo Kavunga‐Membo - National Institute of Biomedical Research; Jean‐Claude Changachanga - National Institute of Biomedical Research; Saleh Muhemedi - University of Kinshasa; Jean‐Jacques Muyembe Tamfum - National Institute of Biomedical Research,,0000-0001-5561-696X; 0000-0003-3363-7959; 0000-0003-4395-347X
Distributive Syringe Sharing and Use of Syringe Services Programs (SSPs) Among Persons Who Inject Drugs,10.1007/s10461-019-02615-4,AIDS and Behavior,12/1/2019,1,journal-article,Springer Nature,Monica Adams - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Monica Adams - Centers for Disease Control and Prevention; Qian An - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Qian An - Centers for Disease Control and Prevention; Dita Broz - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Dita Broz - Centers for Disease Control and Prevention; Janet Burnett - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Janet Burnett - Centers for Disease Control and Prevention; Cyprian Wejnert - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Cyprian Wejnert - Centers for Disease Control and Prevention; Gabriela Paz–Bailey - National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention; Gabriela Paz–Bailey - Centers for Disease Control and Prevention,,0000-0001-5068-5886; 0000-0001-8478-4911; 0000-0001-9970-0856; 0000-0003-3493-4920
Assessing the implementation of a patient navigation intervention for colonoscopy screening,10.1186/s12913-019-4601-4,BMC Health Services Research,12/1/2019,1,journal-article,Springer Nature,Amy DeGroff - National Center for Chronic Disease Prevention and Health Promotion; Amy DeGroff - Centers for Disease Control and Prevention; Rebecca Glover-Kudon - National Center for Chronic Disease Prevention and Health Promotion; Rebecca Glover-Kudon - Centers for Disease Control and Prevention; Ketra Rice - National Center for Chronic Disease Prevention and Health Promotion; Ketra Rice - Centers for Disease Control and Prevention; Felicia Solomon Tharpe - National Center for Chronic Disease Prevention and Health Promotion; Felicia Solomon Tharpe - Centers for Disease Control and Prevention; Joanne C Gersten - Memorial Hospital; Joanne C Gersten - Dartmouth–Hitchcock Medical Center; Lynn F Butterly - Memorial Hospital; Lynn F Butterly - Dartmouth–Hitchcock Medical Center; Lynn F Butterly - Dartmouth College,,0000-0002-0945-3941; 0000-0003-2921-4507; 0000-0003-4445-009X
Characteristics and current clinical practices of opioid treatment programs in the United States,10.1016/j.drugalcdep.2019.107616,Drug and Alcohol Dependence,12/1/2019,5,journal-article,Elsevier BV,Christopher M Jones - Centers for Disease Control and Prevention; Chideha Ohuoha - Substance Abuse and Mental Health Services Administration; Tony B Campbell - Substance Abuse and Mental Health Services Administration; Thomas Clarke - Substance Abuse and Mental Health Services Administration; Danielle J Byrd - Substance Abuse and Mental Health Services Administration; Elinore F McCance-Katz - Substance Abuse and Mental Health Services Administration,,0000-0001-8598-2100
Environmental Health Practice Challenges and Research Needs for U.S. Health Departments,10.1289/ehp5161,Environmental Health Perspectives,12/1/2019,2,journal-article,Environmental Health Perspectives,"Bryan W Brooks - Baylor University; Justin Gerding - National Center for Environmental Health; Justin Gerding - Centers for Disease Control and Prevention; Elizabeth Landeen - National Environmental Health Association; Eric L Bradley - Scott County Health Department, Davenport, Iowa, USA.; Timothy J Callahan - Georgia Department of Public Health; Stephanie Cushing - San Francisco Department of Public Health; Fikru Hailu - Family and Social Services Administration; Nancy R Hall - Southern Nevada Health District; Timothy Hatch - Alabama Department of Public Health; Sherise Jurries - Public Health-Idaho North Central District, Lewiston, Idaho, USA.; Martin A Kalis - National Center for Environmental Health; Martin A Kalis - Centers for Disease Control and Prevention; Kaitlyn J Kelly - Baylor University; Joseph P Laco - National Center for Environmental Health; Joseph P Laco - Centers for Disease Control and Prevention; N N Lemin - Franklin County Public Health, Columbus, Ohio, USA.; Carol McInnes - Boulder City Hospital; Greg Olsen - Evanston Hospital; Robert Stratman - Maricopa County Department of Public Health; Carolyn D White - El Paso County Public Health; Steven Wille - Maricopa County Department of Public Health; John Sarisky - National Center for Environmental Health; John Sarisky - Centers for Disease Control and Prevention",,0000-0002-6277-9852
A Case Study of the Collapse of Slender Pillars Affected by Through-Going Discontinuities at a Limestone Mine in Pennsylvania,10.1007/s00603-019-01959-6,Rock Mechanics and Rock Engineering,12/1/2019,1,journal-article,Springer Nature,"Gabriel S Esterhuizen - National Institute for Occupational Safety and Health; Paul L Tyrna - MSHA Technical Support Group, Triadelphia, USA; Michael M Murphy - National Institute for Occupational Safety and Health",,0000-0002-0317-1425
"Second WIN International Conference on “Integrated approaches and innovative tools for combating insecticide resistance in vectors of arboviruses”, October 2018, Singapore",10.1186/s13071-019-3591-8,Parasites & Vectors,12/1/2019,2,journal-article,Springer Nature,"Vincent Corbel - Maladies Infectieuses et Vecteurs: Écologie, Génétique, Évolution et Contrôle; Vincent Corbel - Institut de Recherche pour le Développement; Ademir Jesus Martins - Oswaldo Cruz Foundation; Claire Durot - Maladies Infectieuses et Vecteurs: Écologie, Génétique, Évolution et Contrôle; Claire Durot - Institut de Recherche pour le Développement; Nicole L Achee - University of Notre Dame; Fabrice Chandre - Maladies Infectieuses et Vecteurs: Écologie, Génétique, Évolution et Contrôle; Fabrice Chandre - Institut de Recherche pour le Développement; Mamadou B Coulibaly - University of Bamako; Jean-Philippe David - Laboratoire d'Écologie Alpine; Jean-Philippe David - Grenoble Alpes University; Jean-Philippe David - French National Centre for Scientific Research; Gregor J Devine - QIMR Berghofer Medical Research Institute; Isabelle Dusfour - Institut Pasteur de la Guyane; Dina M Fonseca - Rutgers, The State University of New Jersey; John Griego - University of Notre Dame; Waraporn Juntarajumnong - Kasetsart University; Audrey Lenhart - Division of Parasitic Diseases and Malaria; Audrey Lenhart - Center for Global Health; Audrey Lenhart - Centers for Disease Control and Prevention; Shinji Kasai - National Institute of Infectious Diseases; Catherine L Moyes - University of Oxford; Lee Ching Ng - National Environment Agency; João Pinto - Universidade Nova de Lisboa; Julien Pompon - Duke-NUS Medical School; Pie Müller - Swiss Tropical and Public Health Institute; Pie Müller - University of Basel; Kamaraju Raghavendra - National Institute of Malaria Research; David Roiz - Maladies Infectieuses et Vecteurs: Écologie, Génétique, Évolution et Contrôle; David Roiz - Institut de Recherche pour le Développement; Hassan Vatandoost - Tehran University of Medical Sciences; John Vontas - Agricultural University of Athens; John Vontas - FORTH Institute of Molecular Biology and Biotechnology; David Weetman - Liverpool School of Tropical Medicine",,0000-0001-5739-1215; 0000-0001-6312-0390; 0000-0001-6939-2055; 0000-0001-8572-7708; 0000-0002-1994-9705; 0000-0002-3837-6551; 0000-0002-4098-7095; 0000-0002-5265-8432; 0000-0002-5819-3648; 0000-0002-5820-1388; 0000-0002-5983-9420; 0000-0002-9156-4228; 0000-0003-0181-5781; 0000-0003-0995-3257; 0000-0003-1110-9039; 0000-0003-1879-0787; 0000-0003-2413-3863; 0000-0003-4726-7100
Epidemiology of Tuberculosis in the United States,10.1016/j.ccm.2019.07.001,Clinics in Chest Medicine,12/1/2019,1,journal-article,Elsevier BV,Adam J Langer - Centers for Disease Control and Prevention; Carla A Winston - Centers for Disease Control and Prevention; Thomas R Navin - Centers for Disease Control and Prevention; Philip A LoBue - Centers for Disease Control and Prevention,,0000-0001-5980-3359
Technology to advance infectious disease forecasting for outbreak management,10.1038/s41467-019-11901-7,Nature Communications,12/1/2019,2,journal-article,Springer Nature,"Dylan B George - BNext, IQT Labs, Arlington, VA, USA.; Wendy Taylor - Rockefeller Foundation; Jeffrey Shaman - Columbia University; Caitlin Rivers - Johns Hopkins University; Brooke Paul - Taivara Ltd, Columbus, OH, USA.; Tara O’Toole - BNext, IQT Labs, Arlington, USA; Michael A Johansson - Centers for Disease Control and Prevention; Lynette Hirschman - Mitre; Matthew Biggerstaff - Centers for Disease Control and Prevention; Jason Asher - Leidos (United States); Nicholas G Reich - University of Massachusetts Amherst",,
"One size does not fit all: HIV prevalence and correlates of risk for men who have sex with men, transgender women in multiple cities in Papua New Guinea",10.1186/s12889-019-6942-7,BMC Public Health,12/1/2019,3,journal-article,Springer Nature,"Avi J Hakim - Centers for Disease Control and Prevention; Damian Weikum - Centers for Disease Control and Prevention; Nick Dala - Papua New Guinea National Department of Health, Waigani, Papua New Guinea; Angelyne Amos - Papua New Guinea Institute of Medical Research; Sophie Ase - Papua New Guinea Institute of Medical Research; Joshua Nembari - Papua New Guinea Institute of Medical Research; Ruthy Neo Boli - Papua New Guinea Institute of Medical Research; Herick Aeno - Papua New Guinea Institute of Medical Research; Parker Hou - Papua New Guinea Institute of Medical Research; Martha Kupul - Papua New Guinea Institute of Medical Research; Simon Pekon - Papua New Guinea National Department of Health, Waigani, Papua New Guinea; Josephine Gabuzzi - Papua New Guinea Institute of Medical Research; Rebecca Narokobi - Papua New Guinea Institute of Medical Research; Barne Willie - Papua New Guinea Institute of Medical Research; Kelsey C Coy - Centers for Disease Control and Prevention; Steven G Badman - Kirby Institute; John M Kaldor - Kirby Institute; Steven Callens - Ghent University; Andrew Vallely - Papua New Guinea Institute of Medical Research; Andrew Vallely - Kirby Institute; Angela Kelly-Hanku - Papua New Guinea Institute of Medical Research; Angela Kelly-Hanku - Kirby Institute",,
